id;context;question;answer
874;La tasa del mes de diciembre fue inferior a la esperada, debido a la baja de los precios del petróleo, alimentos y servicios (principalmente la caída de los precios de los alimentos con una baja del 4%).;¿A qué se atribuye que la tasa del mes de diciembre fuera inferior a la esperada?;a la baja de los precios del petróleo, alimentos y servicios (principalmente la caída de los precios de los alimentos con una baja del 4%)
875;El EBITDA ajustado descendió un 9,4% en 2017 hasta EUR568.6m, una caída del 8,9% a divisa constante. Este descenso tuvo su reflejo en una erosión de 65 puntos básicos en el margen EBITDA ajustado, que fue del 6,6% en el año como resultado de la política de precios implementada en España en la segunda mitad del año.;¿Qué efecto tuvo la política de precios implementada en España en la segunda mitad del año?;una erosión de 65 puntos básicos en el margen EBITDA ajustado, que fue del 6,6% en el año
876;Grupo Santander sin considerar la adquisición de Banco Popular Desde su adquisición el 7 de junio de 2017, Banco Popular ha arrojado una pérdida de 37 millones de euros, debido al cargo de 300 millones por costes de integración que se realizó en el tercer trimestre, y que se incluye dentro de las actuaciones anunciadas en el momento de la adquisición.;¿A qué se debe que el la adquisición del Banco Popular haya arrojado una pérdida de 37 millones de euros?;al cargo de 300 millones por costes de integración que se realizó en el tercer trimestre, y que se incluye dentro de las actuaciones anunciadas en el momento de la adquisición
877;El VaR proporciona una estimación de la pérdida máxima potencial que presenta una posición debido a un movimiento adverso, pero normal, de alguno de los parámetros identificados que influyen en el riesgo de mercado.;¿A qué se atribuye que el VaR proporcione una estimación de la pérdida máxima potencial que presenta una posición?;a un movimiento adverso, pero normal, de alguno de los parámetros identificados que influyen en el riesgo de mercado
878;Con el fin de reducir el consumo de recursos, este año hemos continuado implantando el Plan de Eficiencia en centros logísticos que se resume en una apuesta por tecnologías más eficientes como la iluminación de tecnología LED O las baterías de última generación, gracias a esto, conseguimos reducir nuestros requerimientos energéticos y mejoramos nuestra eficiencia.;¿A qué se debe que hayan conseguido reducir sus requerimientos energéticos y hayan mejorado su eficiencia?;este año hemos continuado implantando el Plan de Eficiencia en centros logísticos que se resume en una apuesta por tecnologías más eficientes como la iluminación de tecnología LED O las baterías de última generación
879;Estos movimientos alteran el entorno competitivo, por lo que la alta dirección del Banco realiza un seguimiento continuo a fin de revisar y adaptar el plan de negocio y estratégico del Banco.;¿Cuál es el motivo de que la alta dirección del Banco realice un seguimiento continuo para revisar y adaptar el plan de negocio y estratégico del Banco?;Estos movimientos alteran el entorno competitivo
880;El Responsable de Relaciones con Inversores del Grupo junto con el Presidente de IAG y yo misma, nos hemos reunido con muchos de nuestros principales accionistas a lo largo del pasado año. En lo que ha sido mi primer año completo en la presidencia de esta Comisión, he valorado enormemente los constructivos comentarios recibidos y estoy muy satisfecha del importante respaldo a nuestro Informe sobre Remuneraciones de 2015. Pero ante todo, valoro las sugerencias e ideas compartidas con nosotros sobre las nuevas tendencias en materia de remuneración. Hemos tomado nota de las diferentes opiniones sobre estrategias de retribución tanto anual como a largo plazo y volveremos a tratar esta cuestión con nuestros accionistas ya que pretendemos incorporar sus consideraciones en la revisión de nuestra política para 2018.;¿Por qué motivo han tomado nota de las diferentes opiniones sobre estrategias de retribución tanto anual como a largo plazo y volverán a tratar esta cuestión con sus accionistas?;pretendemos incorporar sus consideraciones en la revisión de nuestra política para 2018
881;En este sentido los recursos de clientes en balance han aumentado un 1,5% en relación con el cierre del ejercicio 2015, presentando un saldo de 133.457 millones de euros, frente a un saldo de 131.489 millones de euros al cierre del año 2015. En el año 2016 se ha continuado con el movimiento de saldos desde depósitos a plazo a cuentas a la vista y a fondos de inversión, como resultado de la evolución decreciente de los tipos de interés. A 31 de diciembre de 2016 el saldo de las cuentas a la vista totalizaba 92.011 millones de euros (+8,8%), en detrimento de los depósitos a plazo que presentaron una caída del 13,3%.;La evolución decreciente de los tipos de interés, ¿qué ha provocado?;En el año 2016 se ha continuado con el movimiento de saldos desde depósitos a plazo a cuentas a la vista y a fondos de inversión
882;Los mercados emisores canadiense y latinoamericanos muestran un buen ritmo de crecimiento desde enero -debido a las mejores condiciones climáticas que se dieron en el periodo-, y parece ser que el mercado emisor estadounidense también podría mejorar sus cifras en el corto plazo.;¿A qué se debe que los mercados emisores canadiense y latinoamericanos muestren un buen ritmo de crecimiento desde enero?;a las mejores condiciones climáticas que se dieron en el periodo
883;Dichos riesgos pueden suponer un impacto significativo para la salud financiera de la entidad y a su vez afectar la estrategia y el modelo de negocio de la misma, por lo que es necesario identificarlos, valorarlos, gestionarlos y controlarlos.;¿Qué implica que dichos riesgos puedan suponer un impacto significativo para la salud financiera de la entidad y a su vez afectar la estrategia y el modelo de negocio de la misma?;es necesario identificarlos, valorarlos, gestionarlos y controlarlos
884;El segundo pilar se centrará en la construcción de una red sostenible y rentable basada en una reestructuración inteligente que orienta la capacidad hacia mercados de mejor rendimiento, aumenta la eficiencia mediante la reducción de la complejidad, la estacionalidad y la variabilidad y mejora la utilización de la flota. Como resultado, reforzaremos España como nuestro primer mercado en Europa, tanto en el segmento de ocio como en españolas para convertirnos en la opción preferida de los clientes cuando viajen desde España al resto de Europa y desde el resto de Europa a España.;¿Qué supone la construcción de una red sostenible y rentable?;reforzaremos España como nuestro primer mercado en Europa, tanto en el segmento de ocio como en españolas para convertirnos en la opción preferida de los clientes cuando viajen desde España al resto de Europa y desde el resto de Europa a España
885;En todas las etapas de diseño y producción colaboramos estrechamente con nuestros clientes para mejorar todas aquellas cualidades del vehículo que aportan valor al usuario final: reducción del peso y por tanto del consumo, seguridad, confort, diseño, arquitectura y durabilidad. En los últimos años esta estrategia de co-desarrollo ha sido utilizada con varios fabricantes ya que buscan en nosotros una complementariedad a su propio know-how. Se apoyan en nosotros para los productos o tecnologías en las que Gestamp se ha especializado en los últimos años: productos de chasis, mecanismos o tecnología de estampación en caliente entre otros.;¿Por qué motivo se ha utilizado con varios fabricantes en los últimos años esta estrategia de co-desarrollo?;buscan en nosotros una complementariedad a su propio know-how
886;Dado que los riesgos psicosociales y las enfermedades mentales son temas que cada vez impactan más en las empresas y en la sociedad en general, también en la empresa se considera un asunto que debe abordarse.;¿Qué provocó que en la empresa también se considere un asunto que debe abordarse?;los riesgos psicosociales y las enfermedades mentales son temas que cada vez impactan más en las empresas y en la sociedad en general
